country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
Brazil,BR,2025-06-08,Films,6,Faith in the Impossible,,3
Brazil,BR,2025-06-08,Films,7,Aquaman and the Lost Kingdom,,2
Brazil,BR,2025-06-08,Films,8,The Dark Tower,,1
Brazil,BR,2025-06-08,Films,9,The Super Mario Bros. Movie,,1
Brazil,BR,2025-06-08,Films,10,Puss in Boots: The Last Wish,,3
Brazil,BR,2025-06-01,Films,1,Faith in the Impossible,,2
Brazil,BR,2025-06-01,Films,2,A Widow's Game,,1
Brazil,BR,2025-06-01,Films,3,Aquaman and the Lost Kingdom,,1
Brazil,BR,2025-06-01,Films,4,Puss in Boots: The Last Wish,,2
Brazil,BR,2025-06-01,Films,5,The Heart Knows,,1
Brazil,BR,2025-06-01,Films,6,Fear Street: Prom Queen,,2
Brazil,BR,2025-06-01,Films,7,Inside Man: Most Wanted,,4
Brazil,BR,2025-06-01,Films,8,As Vidas de Chico Xavier,,1
Brazil,BR,2025-06-01,Films,9,Family Camp,,1
Brazil,BR,2025-06-01,Films,10,"Ruby Gillman, Teenage Kraken",,3
Brazil,BR,2025-05-25,Films,1,Puss in Boots: The Last Wish,,1
Brazil,BR,2025-05-25,Films,2,Fear Street: Prom Queen,,1
Brazil,BR,2025-05-25,Films,3,Faith in the Impossible,,1
Brazil,BR,2025-05-25,Films,4,"Ruby Gillman, Teenage Kraken",,2
Brazil,BR,2025-05-25,Films,5,Bad Influence,,3
Brazil,BR,2025-05-25,Films,6,Exterritorial,,4
Brazil,BR,2025-05-25,Films,7,Inside Man: Most Wanted,,3
Brazil,BR,2025-05-25,Films,8,Dr. Seuss' The Cat in the Hat,,1
Brazil,BR,2025-05-25,Films,9,Nonnas,,3
Brazil,BR,2025-05-25,Films,10,Last Bullet,,3
Brazil,BR,2025-05-18,Films,1,Bad Influence,,2
Brazil,BR,2025-05-18,Films,2,Nonnas,,2
Brazil,BR,2025-05-18,Films,3,Exterritorial,,3
Brazil,BR,2025-05-18,Films,4,Last Bullet,,2
Brazil,BR,2025-05-18,Films,5,"Ruby Gillman, Teenage Kraken",,1
